"time","height","velocity","der(height)","der(velocity)"
9.16,-401.5569680000024,89.85960000000001,-89.85960000000001,9.81
9.18,-403.3561220000024,90.0558,-90.0558,9.81
9.199999999999999,-405.1592000000023,90.25200000000001,-90.25200000000001,9.81
9.220000000000001,-406.9662020000025,90.44820000000001,-90.44820000000001,9.81
9.24,-408.7771280000024,90.64440000000002,-90.64440000000002,9.81
9.26,-410.5919780000024,90.84060000000001,-90.84060000000001,9.81
9.279999999999999,-412.4107520000023,91.0368,-91.0368,9.81
9.300000000000001,-414.2334500000024,91.23300000000002,-91.23300000000002,9.81
9.32,-416.0600720000024,91.42920000000001,-91.42920000000001,9.81
9.34,-417.8906180000024,91.62540000000001,-91.62540000000001,9.81
9.359999999999999,-419.7250880000024,91.8216,-91.8216,9.81
9.380000000000001,-421.5634820000025,92.01780000000002,-92.01780000000002,9.81
9.4,-423.4058000000024,92.21400000000001,-92.21400000000001,9.81
9.42,-425.2520420000023,92.4102,-92.4102,9.81
9.44,-427.1022080000023,92.60640000000001,-92.60640000000001,9.81
9.460000000000001,-428.9562980000024,92.80260000000001,-92.80260000000001,9.81
9.48,-430.8143120000025,92.99880000000002,-92.99880000000002,9.81
9.5,-432.6762500000024,93.19500000000001,-93.19500000000001,9.81
9.52,-434.5421120000024,93.39120000000001,-93.39120000000001,9.81
9.539999999999999,-436.4118980000023,93.5874,-93.5874,9.81
9.56,-438.2856080000024,93.78360000000002,-93.78360000000002,9.81
9.58,-440.1632420000024,93.97980000000001,-93.97980000000001,9.81
9.6,-442.0448000000024,94.176,-94.176,9.81
9.619999999999999,-443.9302820000023,94.37220000000001,-94.37220000000001,9.81
9.640000000000001,-445.8196880000025,94.56840000000001,-94.56840000000001,9.81
9.66,-447.7130180000024,94.76460000000002,-94.76460000000002,9.81
9.68,-449.6102720000021,94.96079999999998,-94.96079999999998,9.81
9.699999999999999,-451.5114500000022,95.15699999999997,-95.15699999999997,9.81
9.720000000000001,-453.4165520000022,95.35319999999997,-95.35319999999997,9.81
9.74,-455.3255780000023,95.54939999999998,-95.54939999999998,9.81
9.76,-457.2385280000021,95.74559999999998,-95.74559999999998,9.81
9.779999999999999,-459.1554020000023,95.94179999999997,-95.94179999999997,9.81
9.800000000000001,-461.0762000000022,96.13799999999998,-96.13799999999998,9.81
9.82,-463.0009220000023,96.33419999999998,-96.33419999999998,9.81
9.84,-464.9295680000022,96.53039999999999,-96.53039999999999,9.81
9.859999999999999,-466.8621380000021,96.72659999999996,-96.72659999999996,9.81
9.880000000000001,-468.7986320000023,96.92279999999998,-96.92279999999998,9.81
9.9,-470.7390500000024,97.11899999999999,-97.11899999999999,9.81
9.92,-472.6833920000022,97.31519999999998,-97.31519999999998,9.81
9.94,-474.6316580000021,97.51139999999997,-97.51139999999997,9.81
9.960000000000001,-476.5838480000023,97.70759999999999,-97.70759999999999,9.81
9.98,-478.5399620000022,97.90379999999998,-97.90379999999998,9.81
10,-480.5000000000023,98.09999999999998,-98.09999999999998,9.81
10,-480.5000000000023,98.09999999999998,-98.09999999999998,9.81
